Ticker,QoQ Net Profit Growth (%),QoQ Compared Quarters,YoY Net Profit Growth (%),YoY Compared Years,QoQ Revenue Growth (%),YoY Revenue Growth (%),Recovered from Harsh Condition,Error
THANGAMAYL,Not ascending,"Dec 2024, Mar 2025",0.85,"Mar 2024, Mar 2025",22.0,28.46,No,No harsh condition recovery
TVSHLTD,Not ascending,"Dec 2024, Mar 2025",33.43,"Mar 2024, Mar 2025",3.88,11.79,No,No harsh condition recovery
VENUSPIPES,Not ascending,"Sep 2024, Dec 2024",6.02,"Mar 2024, TTM",0.87,15.21,No,No harsh condition recovery
SUPREMEIND,59.62,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",20.6,3.08,No,No harsh condition recovery
RECLTD,5.76,"Dec 2024, Mar 2025",12.2,"Mar 2024, Mar 2025",7.44,18.62,No,No harsh condition recovery
CARERATING,75.0,"Dec 2024, Mar 2025",58.93,"Mar 2024, Mar 2025",14.58,21.08,No,No harsh condition recovery
CLEAN,1.64,"Dec 2024, Mar 2025",10.84,"Mar 2024, Mar 2025",9.54,22.25,No,No harsh condition recovery
LT,51.23,"Dec 2024, Mar 2025",11.74,"Mar 2024, Mar 2025",15.04,15.66,No,No harsh condition recovery
VISHNU,6.45,"Dec 2024, Mar 2025",25.84,"Mar 2024, Mar 2025",5.93,19.29,No,No harsh condition recovery
TITAGARH,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,1.61,No,No harsh condition recovery
SHALBY,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",3.02,14.13,No,No harsh condition recovery
RUPA,35.0,"Dec 2024, Mar 2025",14.04,"Mar 2024, Mar 2025",31.33,1.81,No,No harsh condition recovery
DCAL,-1666.67,"Dec 2024, Mar 2025",-99.43,"Mar 2024, Mar 2025",4.99,3.67,Yes,None
SHK,147.06,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",4.42,10.0,No,No harsh condition recovery
CANBK,20.09,"Dec 2024, Mar 2025",14.88,"Mar 2024, Mar 2025",2.42,10.03,No,No harsh condition recovery
VIPIND,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
IOB,24.8,"Dec 2024, Mar 2025",27.38,"Mar 2024, Mar 2025",7.29,16.95,No,No harsh condition recovery
HEG,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",13.39,Not ascending,No,No harsh condition recovery
VINATIORGA,34.48,"Dec 2024, Mar 2025",27.11,"Mar 2024, Mar 2025",24.14,18.32,No,No harsh condition recovery
IIFLCAPS,Not ascending,"Dec 2024, Mar 2025",10.42,"Mar 2024, Mar 2025",Not ascending,8.43,No,No harsh condition recovery
CHEMPLASTS,Not ascending,"Dec 2024, Mar 2025",-34.03,"Mar 2024, Mar 2025",8.79,10.78,No,No harsh condition recovery
KALYANKJIL,Not ascending,"Dec 2024, Mar 2025",9.0,"Mar 2024, Mar 2025",Not ascending,35.03,No,No harsh condition recovery
TATAELXSI,10.71,"Dec 2014, Mar 2015",65.0,"Mar 2014, Mar 2015",4.52,9.55,No,No harsh condition recovery
BBOX,0.0,"Sep 2024, Dec 2024",55.92,"Mar 2024, TTM",0.33,Not ascending,No,Did not meet improvement criteria
AIAENG,0.0,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",8.54,Not ascending,No,No harsh condition recovery
RCF,2.78,"Sep 2024, Dec 2024",404.76,"Mar 2024, TTM",5.31,0.61,No,No harsh condition recovery
SOBHA,Not ascending,"Sep 2024, Dec 2024",-15.28,"Mar 2024, TTM",31.05,14.98,No,No harsh condition recovery
CGPOWER,Not ascending,"Dec 2024, Mar 2025",9.01,"Mar 2024, Mar 2025",9.42,23.15,No,No harsh condition recovery
FORTIS,4.83,"Dec 2024, Mar 2025",41.14,"Mar 2024, Mar 2025",4.1,12.91,No,No harsh condition recovery
HAL,311.96,"Dec 2024, Mar 2025",1.02,"Mar 2024, Mar 2025",96.92,1.97,No,No harsh condition recovery
NMDC,78.32,"Sep 2024, Dec 2024",10.85,"Mar 2024, TTM",33.52,9.77,No,No harsh condition recovery
APOLLOTYRE,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,2.94,No,No harsh condition recovery
VAIBHAVGBL,Not ascending,"Dec 2024, Mar 2025",15.74,"Mar 2024, Mar 2025",Not ascending,11.15,No,No harsh condition recovery
HESTERBIO,173.0,"Dec 2024, Mar 2025",250.0,"Mar 2024, Mar 2025",29.6,1.97,No,No harsh condition recovery
QUICKHEAL,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
VAKRANGEE,234.48,"Dec 2024, Mar 2025",100.0,"Mar 2024, Mar 2025",Not ascending,19.72,No,Did not meet improvement criteria
AEGISLOG,Not ascending,"Sep 2024, Dec 2024",3.94,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
BECTORFOOD,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,12.93,No,No harsh condition recovery
INDIACEM,-66.43,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",27.21,Not ascending,No,No harsh condition recovery
ATUL,Not ascending,"Dec 2024, Mar 2025",46.33,"Mar 2024, Mar 2025",2.47,18.13,No,No harsh condition recovery
SUNFLAG,42.42,"Sep 2024, Dec 2024",7.35,"Mar 2024, TTM",3.0,4.6,Yes,None
JITFINFRA,-60.57,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",10.64,Not ascending,No,No harsh condition recovery
BRIGADE,4.12,"Dec 2024, Mar 2025",82.99,"Mar 2024, Mar 2025",Not ascending,3.61,No,Did not meet improvement criteria
RELIGARE,-300.0,"Dec 2024, Mar 2025",66.67,"Mar 2024, Mar 2025",21.88,17.36,Yes,None
JSLL,N/A,N/A,Need 2 years,N/A,N/A,Need 2 years,No,No harsh condition recovery
MEDANTA,0.79,"Dec 2024, Mar 2025",12.16,"Mar 2024, Mar 2025",Not ascending,12.73,No,No harsh condition recovery
ENGINERSIN,33.96,"Sep 2024, Dec 2024",6.19,"Mar 2024, TTM",11.03,Not ascending,No,Did not meet improvement criteria
GMRP&UI,-0.41,"Dec 2024, Mar 2025",-25.88,"Mar 2024, Mar 2025",7.82,41.32,Yes,None
ESCORTS,Not ascending,"Dec 2024, Mar 2025",4.73,"Mar 2024, Mar 2025",Not ascending,15.75,No,No harsh condition recovery
PREMIERENE,0.0,"Dec 2024, Mar 2025",297.52,"Mar 2024, Mar 2025",Not ascending,107.35,No,No harsh condition recovery
KANSAINER,-822.22,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,0.28,No,No harsh condition recovery
ALOKINDS,-9.64,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",10.3,Not ascending,No,No harsh condition recovery
KPITTECH,10.12,"Dec 2024, Mar 2025",24.3,"Mar 2024, Mar 2025",3.38,19.91,No,No harsh condition recovery
WABAG,58.18,"Dec 2024, Mar 2025",19.81,"Mar 2024, Mar 2025",42.54,15.34,No,No harsh condition recovery
MAXESTATES,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",0.0,72.04,No,No harsh condition recovery
FDC,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,6.95,No,No harsh condition recovery
KIOCL,-28.05,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",1031.25,Not ascending,No,No harsh condition recovery
JSWENERGY,-308.16,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",30.75,2.25,No,No harsh condition recovery
MAHSEAMLES,42.64,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",8.98,Not ascending,No,No harsh condition recovery
ICIL,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",11.2,18.7,No,No harsh condition recovery
INDOCO,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
PANAMAPET,7.32,"Sep 2024, Dec 2024",5.52,"Mar 2024, TTM",4.15,20.45,No,No harsh condition recovery
ISGEC,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,5.29,No,No harsh condition recovery
SHARDAMOTR,3.77,"Dec 2024, Mar 2025",10.63,"Mar 2024, Mar 2025",8.7,1.0,No,No harsh condition recovery
DCW,N/A,N/A,Not ascending,"Mar 2014, Mar 2015",N/A,Not ascending,No,No harsh condition recovery
CHALET,21.11,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",13.97,21.24,No,No harsh condition recovery
VSSL,Not ascending,"Dec 2024, Mar 2025",Need 2 years,N/A,0.23,Need 2 years,No,No harsh condition recovery
BEPL,Not ascending,"Dec 2024, Mar 2025",2.16,"Mar 2024, Mar 2025",Not ascending,14.4,No,No harsh condition recovery
TATACONSUM,4.22,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",3.69,15.86,No,No harsh condition recovery
UDS,19.05,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",2.21,8.8,No,No harsh condition recovery
BAJEL,-70.28,"Dec 2024, Mar 2025",Need 2 years,N/A,28.76,Need 2 years,No,No harsh condition recovery
JMFINANCIL,9.84,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
BAJAJFINSV,7.64,"Dec 2024, Mar 2025",12.44,"Mar 2024, Mar 2025",14.21,21.23,No,No harsh condition recovery
IPCALAB,16.36,"Sep 2024, Dec 2024",52.96,"Mar 2024, TTM",Not ascending,13.89,No,No harsh condition recovery
NAVINFLUOR,12.16,"Dec 2024, Mar 2025",50.31,"Mar 2024, Mar 2025",15.68,13.75,No,No harsh condition recovery
LTFOODS,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,11.7,No,No harsh condition recovery
SIGNATURE,-320.0,"Dec 2024, Mar 2025",-31.58,"Mar 2024, Mar 2025",Not ascending,101.29,No,Did not meet improvement criteria
UNITECH,-3.36,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",1.37,0.0,No,No harsh condition recovery
KEC,65.38,"Sep 2024, Dec 2024",36.08,"Mar 2024, TTM",4.62,6.15,No,No harsh condition recovery
RALLIS,Not ascending,"Dec 2021, Mar 2022",Not ascending,"Mar 2021, Mar 2022",Not ascending,7.2,No,No harsh condition recovery
PSPPROJECT,0.79,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",6.77,0.24,No,No harsh condition recovery
HINDOILEXP,550.0,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",54.74,Not ascending,No,No harsh condition recovery
BAJAJHLDNG,Not ascending,"Sep 2024, Dec 2024",3.29,"Mar 2024, TTM",Not ascending,2.88,No,No harsh condition recovery
ADANIENSOL,8.13,"Dec 2024, Mar 2025",198.97,"Mar 2024, Mar 2025",9.35,43.11,Yes,None
STOVEKRAFT,Not ascending,"Dec 2020, Mar 2021",inf,"Mar 2020, Mar 2021",Not ascending,28.21,No,No harsh condition recovery
IFGLEXPOR,-193.69,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",18.4,0.85,No,No harsh condition recovery
EMIL,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,10.82,No,No harsh condition recovery
WELENT,77.42,"Dec 2024, Mar 2025",10.83,"Mar 2024, Mar 2025",17.76,24.79,Yes,None
LICI,47.08,"Sep 2024, Dec 2024",0.36,"Mar 2024, TTM",Not ascending,4.71,No,Did not meet improvement criteria
MOTISONS,Not ascending,"Dec 2024, Mar 2025",31.25,"Mar 2024, Mar 2025",Not ascending,10.79,No,No harsh condition recovery
CAMS,Not ascending,"Dec 2024, Mar 2025",32.9,"Mar 2024, Mar 2025",Not ascending,25.07,No,No harsh condition recovery
EMUDHRA,10.0,"Dec 2024, Mar 2025",14.49,"Mar 2024, Mar 2025",5.76,39.14,No,No harsh condition recovery
M&MFIN,Not ascending,"Dec 2024, Mar 2025",16.37,"Mar 2024, Mar 2025",1.86,15.66,No,No harsh condition recovery
BLUEJET,N/A,N/A,Need 2 years,N/A,N/A,Need 2 years,No,No harsh condition recovery
NHPC,-1645.71,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",2.62,7.77,No,No harsh condition recovery
MRPL,20.3,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",12.46,4.73,No,No harsh condition recovery
TECHM,0.31,"Dec 2024, Mar 2025",130.54,"Mar 2024, Mar 2025",0.74,1.91,No,No harsh condition recovery
ZAGGLE,12.5,"Dec 2024, Mar 2025",84.85,"Mar 2024, Mar 2025",22.26,68.04,No,No harsh condition recovery
BSOFT,1.05,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,2.71,No,No harsh condition recovery
EICHERMOT,2.23,"Dec 2024, Mar 2025",10.04,"Mar 2024, Mar 2025",5.39,14.11,No,No harsh condition recovery
FLUOROCHEM,0.0,"Sep 2024, Dec 2024",21.19,"Mar 2024, TTM",Not ascending,8.5,No,No harsh condition recovery
CROMPTON,56.0,"Dec 2024, Mar 2025",32.0,"Mar 2024, Mar 2025",16.51,7.53,No,No harsh condition recovery
AGI,Not ascending,"Dec 2024, Mar 2025",502.44,"Mar 2019, Mar 2025",7.14,Not ascending,No,No harsh condition recovery
TCNSBRANDS,-5.88,"Mar 2024, Jun 2024",Not ascending,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
NCC,31.01,"Dec 2024, Mar 2025",9.67,"Mar 2024, Mar 2025",14.71,6.5,No,No harsh condition recovery
RPEL,0.0,"Dec 2024, Mar 2025",38.46,"Mar 2024, Mar 2025",Not ascending,50.38,No,No harsh condition recovery
DABUR,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,1.28,No,No harsh condition recovery
FINPIPE,185.71,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",17.08,Not ascending,No,No harsh condition recovery
DATAMATICS,27.59,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",16.94,11.16,No,No harsh condition recovery
TTKPRESTIG,25.0,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,0.37,No,No harsh condition recovery
RAINBOW,Not ascending,"Dec 2024, Mar 2025",6.63,"Mar 2024, Mar 2025",Not ascending,16.89,No,No harsh condition recovery
APOLLOPIPE,6.55,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",2.22,19.76,No,No harsh condition recovery
BALRAMCHIN,287.04,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",26.17,Not ascending,No,No harsh condition recovery
SWANENERGY,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",84.88,9.23,No,No harsh condition recovery
ANGELONE,Not ascending,"Dec 2024, Mar 2025",4.02,"Mar 2024, Mar 2025",Not ascending,22.64,No,No harsh condition recovery
NPST,Not ascending,"Sep 2024, Dec 2024",68.0,"Mar 2024, TTM",Not ascending,49.22,No,No harsh condition recovery
SMSPHARMA,23.08,"Sep 2024, Dec 2024",30.43,"Mar 2024, TTM",Not ascending,10.01,No,Did not meet improvement criteria
JYOTHYLAB,Not ascending,"Dec 2024, Mar 2025",1.27,"Mar 2024, Mar 2025",Not ascending,3.26,No,No harsh condition recovery
CDSL,Not ascending,"Dec 2024, Mar 2025",24.92,"Mar 2024, Mar 2025",Not ascending,33.25,No,No harsh condition recovery
TARIL,82.61,"Dec 2024, Mar 2025",341.46,"Mar 2024, Mar 2025",20.93,56.24,Yes,None
SANSTAR,Need 2 quarters,N/A,43.24,"Mar 2023, Mar 2024",Need 2 quarters,Not ascending,No,No harsh condition recovery
PARAS,41.67,"Dec 2024, Mar 2025",140.91,"Mar 2024, Mar 2025",25.58,43.7,No,No harsh condition recovery
AKUMS,Not ascending,"Sep 2024, Dec 2024",-1542.86,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
VENKEYS,Not ascending,"Dec 2024, Mar 2025",82.5,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
IEX,6.67,"Dec 2024, Mar 2025",23.01,"Mar 2024, Mar 2025",7.58,19.6,No,No harsh condition recovery
DBL,855.0,"Dec 2024, Mar 2025",-259.0,"Mar 2024, Mar 2025",19.54,Not ascending,No,Did not meet improvement criteria
PREMEXPLN,Not ascending,"Dec 2024, Mar 2025",12.5,"Mar 2024, Mar 2025",Not ascending,53.31,No,No harsh condition recovery
KRSNAA,70.0,"Dec 2024, Mar 2025",30.0,"Mar 2024, Mar 2025",6.29,15.65,No,No harsh condition recovery
GEOJITFSL,Not ascending,"Dec 2024, Mar 2025",15.54,"Mar 2024, Mar 2025",2.91,20.06,No,No harsh condition recovery
CAPLIPOINT,9.17,"Dec 2024, Mar 2025",12.66,"Mar 2024, Mar 2025",1.83,14.34,No,No harsh condition recovery
AURIONPRO,6.82,"Dec 2024, Mar 2025",25.37,"Mar 2024, Mar 2025",6.86,32.24,No,No harsh condition recovery
LMW,-207.14,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",4.96,Not ascending,No,No harsh condition recovery
BATAINDIA,71.43,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",9.8,0.55,No,No harsh condition recovery
INTERARCH,45.45,"Dec 2024, Mar 2025",19.18,"Mar 2024, Mar 2025",27.47,12.45,No,No harsh condition recovery
IXIGO,0.0,"Dec 2024, Mar 2025",8.82,"Mar 2024, Mar 2025",17.36,39.33,Yes,None
BAJAJHFL,7.12,"Dec 2024, Mar 2025",24.96,"Mar 2024, Mar 2025",2.41,25.72,No,No harsh condition recovery
INDIGO,35.42,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",0.19,17.27,No,No harsh condition recovery
MOTHERSON,52.17,"Sep 2024, Dec 2024",20.73,"Mar 2024, TTM",Not ascending,12.88,No,No harsh condition recovery
KCP,Not ascending,"Sep 2024, Dec 2024",13.74,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
IGARASHI,N/A,N/A,Need 2 years,N/A,N/A,Need 2 years,No,No harsh condition recovery
AUTOAXLES,8.82,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",5.46,Not ascending,No,No harsh condition recovery
AUROPHARMA,0.88,"Sep 2024, Dec 2024",5.53,"Mar 2024, TTM",2.35,6.62,No,No harsh condition recovery
ORCHPHARMA,Not ascending,"Sep 2024, Dec 2024",19.67,"Mar 2024, TTM",Not ascending,10.13,No,No harsh condition recovery
PFS,Not ascending,"Dec 2024, Mar 2025",46.21,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
CHAMBLFERT,Not ascending,"Dec 2024, Mar 2025",37.05,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
VRLLOG,33.96,"Dec 2024, Mar 2025",132.35,"Mar 2024, Mar 2025",Not ascending,9.42,No,No harsh condition recovery
BANKBARODA,3.75,"Dec 2024, Mar 2025",10.58,"Mar 2024, Mar 2025",Not ascending,8.08,No,No harsh condition recovery
GMRAIRPORT,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",7.92,18.95,No,No harsh condition recovery
HDFCBANK,5.15,"Dec 2024, Mar 2025",12.21,"Mar 2024, Mar 2025",2.04,18.59,No,No harsh condition recovery
KARURVYSYA,3.43,"Dec 2024, Mar 2025",21.0,"Mar 2024, Mar 2025",1.08,17.97,No,No harsh condition recovery
NAVA,Not ascending,"Dec 2024, Mar 2025",26.63,"Mar 2024, Mar 2025",20.9,4.35,No,No harsh condition recovery
RKFORGE,Not ascending,"Sep 2024, Dec 2024",11.22,"Mar 2024, TTM",1.9,3.92,No,No harsh condition recovery
RADICO,Not ascending,"Dec 2024, Mar 2025",38.06,"Mar 2024, Mar 2025",0.77,18.14,No,No harsh condition recovery
RAMCOCEM,-117.65,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",20.88,Not ascending,No,No harsh condition recovery
KIRLOSENG,59.65,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",20.56,7.66,No,No harsh condition recovery
SHAILY,16.0,"Dec 2024, Mar 2025",78.43,"Mar 2024, Mar 2025",10.1,22.2,No,No harsh condition recovery
JTLIND,27.78,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
PARKHOTELS,158.33,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",24.65,5.35,No,No harsh condition recovery
GODREJIND,Not ascending,"Dec 2024, Mar 2025",-12.81,"Mar 2024, Mar 2025",19.79,18.41,No,No harsh condition recovery
ELECON,37.36,"Dec 2024, Mar 2025",13.4,"Mar 2024, Mar 2025",50.85,14.97,No,No harsh condition recovery
TATATECH,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,1.0,No,No harsh condition recovery
KSB,Not ascending,"Dec 2024, Mar 2025",1.52,"Dec 2024, TTM",Not ascending,2.01,No,No harsh condition recovery
PTC,9.55,"Sep 2024, Dec 2024",28.6,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
LICHSGFIN,Not ascending,"Dec 2024, Mar 2025",14.35,"Mar 2024, Mar 2025",3.34,3.05,No,No harsh condition recovery
HNDFDS,21.74,"Dec 2024, Mar 2025",10.47,"Mar 2024, Mar 2025",6.02,29.36,No,No harsh condition recovery
CHOICEIN,79.31,"Dec 2024, Mar 2025",18.75,"Mar 2024, Mar 2025",21.05,20.37,No,No harsh condition recovery
ASKAUTOLTD,Not ascending,"Dec 2024, Mar 2025",56.46,"Mar 2024, Mar 2025",Not ascending,20.23,No,No harsh condition recovery
SKYGOLD,76.47,"Sep 2024, Dec 2024",116.67,"Mar 2024, TTM",29.78,72.09,No,No harsh condition recovery
PRAKASH,N/A,N/A,Need 2 years,N/A,N/A,Need 2 years,No,No harsh condition recovery
GODREJAGRO,Not ascending,"Dec 2024, Mar 2025",13.75,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
IDFC,0.0,"Mar 2024, Jun 2024",Not ascending,"Mar 2024, TTM",20.0,Not ascending,No,No harsh condition recovery
BAJAJELEC,5.0,"Dec 2024, Mar 2025",16.33,"Mar 2024, Mar 2025",Not ascending,4.07,No,Did not meet improvement criteria
MOREPENLAB,Not ascending,"Dec 2024, Mar 2025",20.48,"Mar 2024, Mar 2025",2.87,7.22,No,No harsh condition recovery
TEXRAIL,Not ascending,"Dec 2024, Mar 2025",344.19,"Mar 2024, Mar 2025",1.51,45.79,No,No harsh condition recovery
THOMASCOOK,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,11.52,No,No harsh condition recovery
GAIL,110.08,"Dec 2024, Mar 2025",0.29,"Mar 2024, Mar 2025",Not ascending,6.51,No,No harsh condition recovery
INFIBEAM,Not ascending,"Sep 2024, Dec 2024",18.75,"Mar 2024, TTM",5.21,12.24,No,No harsh condition recovery
RVNL,-1671.43,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",40.73,Not ascending,No,No harsh condition recovery
SURYAROSNI,44.05,"Dec 2024, Mar 2025",0.63,"Mar 2024, Mar 2025",14.88,Not ascending,No,No harsh condition recovery
INOXWIND,Not ascending,"Sep 2024, Dec 2024",-289.25,"Mar 2024, TTM",24.45,61.22,No,No harsh condition recovery
LLOYDSENGG,Not ascending,"Dec 2024, Mar 2025",Need 2 years,N/A,Not ascending,Need 2 years,No,No harsh condition recovery
TIMKEN,183.61,"Dec 2024, Mar 2025",13.11,"Mar 2024, Mar 2025",40.09,8.18,No,No harsh condition recovery
DEN,-46.15,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
ABDL,20.37,"Dec 2024, Mar 2025",17300.0,"Mar 2024, Mar 2025",Not ascending,5.77,No,Did not meet improvement criteria
GREENPANEL,Not ascending,"Dec 2023, Mar 2024",Not ascending,"Mar 2023, Mar 2024",2.85,Not ascending,No,No harsh condition recovery
ARKADE,Not ascending,"Dec 2024, Mar 2025",19.83,"Mar 2024, Mar 2025",Not ascending,7.56,No,No harsh condition recovery
METROBRAND,1.41,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,6.36,No,No harsh condition recovery
GLENMARK,15.34,"Dec 2024, Mar 2025",-173.79,"Mar 2024, Mar 2025",Not ascending,12.77,No,No harsh condition recovery
AADHARHFC,2.51,"Dec 2024, Mar 2025",21.6,"Mar 2024, Mar 2025",4.39,20.14,No,No harsh condition recovery
JKPAPER,20.93,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",3.55,0.89,No,No harsh condition recovery
CARTRADE,Not ascending,"Dec 2024, Mar 2025",341.18,"Mar 2024, Mar 2025",Not ascending,30.82,No,No harsh condition recovery
DOLPHIN,Not ascending,"Dec 2024, Mar 2025",616.67,"Mar 2024, Mar 2025",Not ascending,1133.33,No,No harsh condition recovery
COLPAL,N/A,N/A,71.57,"Mar 2009, Mar 2010",N/A,15.43,No,No harsh condition recovery
ACMESOLAR,25.37,"Dec 2024, Mar 2025",-151.52,"Mar 2024, Mar 2025",39.54,6.52,Yes,None
ALLCARGO,Not ascending,"Sep 2024, Dec 2024",-63.74,"Mar 2024, TTM",Not ascending,18.43,No,No harsh condition recovery
HUHTAMAKI,Not ascending,"Sep 2016, Dec 2016",10.77,"Dec 2015, TTM",Not ascending,6.92,No,No harsh condition recovery
TORNTPHARM,14.89,"Dec 2024, Mar 2025",26.62,"Mar 2024, Mar 2025",5.34,7.35,No,No harsh condition recovery
SOUTHBANK,0.0,"Dec 2024, Mar 2025",21.78,"Mar 2024, Mar 2025",0.08,9.29,No,No harsh condition recovery
ANDHRAPAP,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",5.62,Not ascending,No,No harsh condition recovery
JLHL,Not ascending,"Dec 2024, Mar 2025",9.27,"Mar 2024, Mar 2025",1.55,17.94,No,No harsh condition recovery
TRITURBINE,5.63,"Dec 2024, Mar 2025",34.3,"Mar 2024, Mar 2025",6.96,21.28,No,No harsh condition recovery
EMCURE,27.67,"Dec 2024, Mar 2025",35.14,"Mar 2024, Mar 2025",7.79,18.59,No,No harsh condition recovery
MUTHOOTMF,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,12.81,No,No harsh condition recovery
POLYPLEX,Not ascending,"Sep 2024, Dec 2024",465.38,"Mar 2024, TTM",Not ascending,8.2,No,No harsh condition recovery
RAYMOND,-17.39,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",19.53,Not ascending,No,No harsh condition recovery
TEAMLEASE,55.56,"Dec 2024, Mar 2025",3.17,"Mar 2024, Mar 2025",Not ascending,19.67,No,No harsh condition recovery
KOLTEPATIL,900.0,"Dec 2024, Mar 2025",-164.44,"Mar 2024, Mar 2025",105.43,25.24,Yes,None
RAJESHEXPO,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",44.39,12.36,No,No harsh condition recovery
ZFCVINDIA,Not ascending,"Dec 2024, Mar 2025",13.5,"Mar 2024, Mar 2025",5.2,0.39,No,No harsh condition recovery
